index;address;type;start;end;latitude;longitude
874;Химки г, Сходня мкр, Овражная ул, 24 16;жилое;6/28/2021;7/8/2021;55.942383;37.321101
875;Химки г, Сходня мкр, Овражная ул, 24 17;жилое;6/28/2021;7/8/2021;55.942746;37.321254
876;Химки г, Сходня мкр, Овражная ул, 24 2;жилое;6/28/2021;7/8/2021;55.943366;37.317975
877;Химки г, Сходня мкр, Овражная ул, 24 3;жилое;6/28/2021;7/8/2021;55.942998;37.317831
878;Химки г, Сходня мкр, Овражная ул, 24 4;жилое;6/28/2021;7/8/2021;55.942706;37.317706
879;Химки г, Сходня мкр, Овражная ул, 24 5;жилое;6/28/2021;7/8/2021;55.942675;37.318254
880;Химки г, Сходня мкр, Овражная ул, 24 6;жилое;6/28/2021;7/8/2021;55.94329;37.318532
881;Химки г, Сходня мкр, Овражная ул, 24 7;жилое;6/28/2021;7/8/2021;55.943548;37.318694
882;Химки г, Сходня мкр, Овражная ул, 24 8;жилое;6/28/2021;7/8/2021;55.943215;37.318936
883;Химки г, Сходня мкр, Овражная ул, 24 9;жилое;6/28/2021;7/8/2021;55.942519;37.318748
884;Химки г, Сходня мкр, Овражная ул, 4;жилое;6/1/2021;6/11/2021;55.945458;37.310816
885;Химки г, Сходня мкр, Октябрьская ул, 1;жилое;8/17/2021;8/31/2021;55.948397;37.299578
886;Химки г, Сходня мкр, Октябрьская ул, 11;жилое;8/17/2021;8/31/2021;55.949894;37.294188
887;Химки г, Сходня мкр, Октябрьская ул, 31;жилое;8/17/2021;8/31/2021;55.951966;37.283642
888;Химки г, Сходня мкр, Октябрьская ул, 32;жилое;8/17/2021;8/31/2021;55.951688;37.283462
889;Химки г, Сходня мкр, Октябрьская ул, 36;жилое;8/17/2021;8/31/2021;55.950932;37.282483
890;Химки г, Сходня мкр, Октябрьская ул, 5;жилое;8/17/2021;8/31/2021;55.949561;37.296973
891;Химки г, Сходня мкр, Папанина ул, 38 1;жилое;8/17/2021;8/31/2021;55.957015;37.292176
892;Химки г, Сходня мкр, Папанина ул, 38 2;жилое;8/17/2021;8/31/2021;55.957792;37.29205
893;Химки г, Сходня мкр, Папанина ул, 38 3;жилое;8/17/2021;8/31/2021;55.957479;37.292822
894;Химки г, Сходня мкр, Папанина ул, 38 4;жилое;8/17/2021;8/31/2021;55.958104;37.292391
895;Химки г, Сходня мкр, Папанина ул, 38 5;жилое;8/17/2021;8/31/2021;55.957897;37.293065
896;Химки г, Сходня мкр, Первомайская ул, 11;жилое;6/1/2021;6/14/2021;55.951976;37.302668
897;Химки г, Сходня мкр, Первомайская ул, 13;жилое;6/1/2021;6/14/2021;55.952238;37.302758
898;Химки г, Сходня мкр, Первомайская ул, 15;жилое;6/1/2021;6/14/2021;55.95258;37.302937
899;Химки г, Сходня мкр, Первомайская ул, 17;жилое;6/1/2021;6/14/2021;55.95313;37.303117
900;Химки г, Сходня мкр, Первомайская ул, 19;жилое;6/1/2021;6/14/2021;55.953861;37.303432
901;Химки г, Сходня мкр, Первомайская ул, 21;жилое;6/1/2021;6/14/2021;55.953513;37.303288
902;Химки г, Сходня мкр, Первомайская ул, 22;жилое;6/1/2021;6/14/2021;55.953054;37.303979
903;Химки г, Сходня мкр, Первомайская ул, 24;жилое;6/1/2021;6/14/2021;55.953432;37.304114
904;Химки г, Сходня мкр, Первомайская ул, 25;жилое;6/1/2021;6/14/2021;55.955322;37.303135
905;Химки г, Сходня мкр, Первомайская ул, 25/2;жилое;6/1/2021;6/14/2021;55.955015;37.30238
906;Химки г, Сходня мкр, Первомайская ул, 26;жилое;6/1/2021;6/14/2021;55.954128;37.304258
907;Химки г, Сходня мкр, Первомайская ул, 27;жилое;6/1/2021;6/14/2021;55.955917;37.30433
908;Химки г, Сходня мкр, Первомайская ул, 27 А;жилое;6/1/2021;6/14/2021;55.956053;37.303378
909;Химки г, Сходня мкр, Первомайская ул, 28;жилое;6/1/2021;6/14/2021;55.954949;37.30486
910;Химки г, Сходня мкр, Первомайская ул, 28/1;жилое;6/1/2021;6/14/2021;55.955362;37.305372
911;Химки г, Сходня мкр, Первомайская ул, 28/2;жилое;6/1/2021;6/14/2021;55.954838;37.306117
912;Химки г, Сходня мкр, Первомайская ул, 30;жилое;6/1/2021;6/14/2021;55.956204;37.305417
913;Химки г, Сходня мкр, Первомайская ул, 36;жилое;6/1/2021;6/14/2021;55.957071;37.306055
914;Химки г, Сходня мкр, Первомайская ул, 37 1;жилое;6/1/2021;6/14/2021;55.957676;37.303773
915;Химки г, Сходня мкр, Первомайская ул, 37 2;жилое;6/1/2021;6/14/2021;55.957454;37.304743
916;Химки г, Сходня мкр, Первомайская ул, 46;жилое;6/1/2021;6/14/2021;55.958129;37.306261
917;Химки г, Сходня мкр, Первомайская ул, 47;жилое;6/1/2021;6/14/2021;55.958734;37.305453
918;Химки г, Сходня мкр, Первомайская ул, 48;жилое;6/1/2021;6/14/2021;55.958447;37.306405
919;Химки г, Сходня мкр, Первомайская ул, 49;жилое;6/1/2021;6/14/2021;55.959399;37.304716
920;Химки г, Сходня мкр, Первомайская ул, 51;жилое;6/1/2021;6/14/2021;55.9595;37.306001
921;Химки г, Сходня мкр, Первомайская ул, 55;жилое;6/1/2021;6/14/2021;55.960306;37.306549
922;Химки г, Сходня мкр, Первомайская ул, 59;жилое;6/1/2021;6/14/2021;55.961465;37.307654
923;Химки г, Сходня мкр, Первомайский 1-й туп, 2;жилое;6/1/2021;6/14/2021;55.953699;37.302174
924;Химки г, Сходня мкр, Первомайский 1-й туп, 2 А;жилое;6/1/2021;6/14/2021;55.954113;37.302443
925;Химки г, Сходня мкр, Тюкова ул, 10;жилое;6/15/2021;6/29/2021;55.943381;37.296326
926;Химки г, Сходня мкр, Тюкова ул, 12;жилое;6/15/2021;6/29/2021;55.942575;37.2962
927;Химки г, Сходня мкр, Тюкова ул, 14;жилое;6/15/2021;6/29/2021;55.941813;37.296083
928;Химки г, Сходня мкр, Фрунзе ул, 36;жилое;6/1/2021;6/14/2021;55.958855;37.302533
929;Химки г, Сходня мкр, Фрунзе ул, 38;жилое;6/1/2021;6/14/2021;55.959389;37.302452
930;Химки г, Сходня мкр, Фрунзе ул, 42;жилое;6/1/2021;6/14/2021;55.959782;37.303081
931;Химки г, Сходня мкр, Фрунзе ул, 42 А;жилое;6/1/2021;6/14/2021;55.959449;37.30371
932;Химки г, Сходня мкр, Фрунзе ул, 44;жилое;6/1/2021;6/14/2021;55.96015;37.302973
933;Химки г, Сходня мкр, Чапаева ул, 10;жилое;8/17/2021;8/31/2021;55.947338;37.296245
934;Химки г, Сходня мкр, Чапаева ул, 17;жилое;8/17/2021;8/31/2021;55.945534;37.296353
935;Химки г, Сходня мкр, Чапаева ул, 20;жилое;6/15/2021;6/29/2021;55.945786;37.295239
936;Химки г, Сходня мкр, Чапаева ул, 21;жилое;6/15/2021;6/29/2021;55.944258;37.29523
937;Химки г, Сходня мкр, Чапаева ул, 22/1 (Чапаевский 1-й пер, 1/22);жилое;6/15/2021;6/29/2021;55.94512;37.294583
938;Химки г, Сходня мкр, Чапаева ул, 26;жилое;6/15/2021;6/29/2021;55.943931;37.293002
939;Химки г, Сходня мкр, Чапаева ул, 28;жилое;6/15/2021;6/29/2021;55.943306;37.292077
940;Химки г, Сходня мкр, Чапаева ул, 3;жилое;8/17/2021;8/31/2021;55.948462;37.298329
941;Химки г, Сходня мкр, Чапаева ул, 30;жилое;6/15/2021;6/29/2021;55.942645;37.291295
942;Химки г, Сходня мкр, Чапаева ул, 5;жилое;8/17/2021;8/31/2021;55.947873;37.297934
943;Химки г, Сходня мкр, Чапаева ул, 7;жилое;8/17/2021;8/31/2021;55.946809;37.298446
944;Химки г, Сходня мкр, Чапаевский 2-й пер, 10;жилое;8/17/2021;8/31/2021;55.946698;37.290945
945;Химки г, Сходня мкр, Чапаевский 2-й пер, 4;жилое;8/17/2021;8/31/2021;55.946582;37.293074
946;Химки г, Сходня мкр, Чапаевский 2-й пер, 6;жилое;8/17/2021;8/31/2021;55.9457;37.293119
947;Химки г, Сходня мкр, Чапаевский 2-й пер, 8;жилое;8/17/2021;8/31/2021;55.945766;37.291771
948;Химки г, Сходня мкр, Юбилейный проезд, 10;жилое;8/17/2021;8/31/2021;55.944178;37.304788
949;Химки г, Сходня мкр, Юбилейный проезд, 12;жилое;8/17/2021;8/31/2021;55.944752;37.303045
950;Химки г, Сходня мкр, Юбилейный проезд, 14;жилое;8/17/2021;8/31/2021;55.943618;37.304051
951;Химки г, Сходня мкр, Юбилейный проезд, 16;жилое;6/1/2021;6/14/2021;55.941773;37.302336
952;Химки г, Сходня мкр, Юбилейный проезд, 6;жилое;8/17/2021;8/31/2021;55.945277;37.3053
953;Химки г, Транспортный проезд, 15;жилое;7/19/2021;8/2/2021;55.916739;37.408094
954;Химки г, Фирсановка мкр, Маяковского ул, 1;жилое;6/1/2021;6/14/2021;55.95823;37.258049
955;Химки г, Фирсановка мкр, Московская ул, 2 А;жилое;6/1/2021;6/14/2021;55.959681;37.266286
956;Химки г, Фирсановка мкр, Речная ул, 10;жилое;6/1/2021;6/14/2021;55.96279;37.267957
957;Химки г, Фирсановка мкр, Речная ул, 12 А;жилое;6/1/2021;6/14/2021;55.962906;37.26881
958;Химки г, Фирсановка мкр, Речная ул, 14;жилое;6/1/2021;6/14/2021;55.963375;37.268676
959;Химки г, Фирсановка мкр, Речная ул, 16;жилое;6/1/2021;6/14/2021;55.963375;37.268676
960;Химки г, Фирсановка мкр, Речная ул, 2;жилое;6/1/2021;6/14/2021;55.960261;37.265693
961;Химки г, Фирсановка мкр, Речная ул, 2 А;жилое;6/1/2021;6/14/2021;55.960316;37.266529
962;Химки г, Фирсановка мкр, Речная ул, 4;жилое;6/1/2021;6/14/2021;55.96151;37.26678
963;Химки г, Фирсановка мкр, Речная ул, 6;жилое;6/1/2021;6/14/2021;55.962029;37.267409
964;Химки г, Фирсановка мкр, Речная ул, 8;жилое;6/1/2021;6/14/2021;55.962402;37.267634
965;Химки г, Чапаева ул, 11;жилое;7/21/2021;8/3/2021;55.887604;37.451438
966;Химки г, Чапаева ул, 3;жилое;7/21/2021;8/3/2021;55.889432;37.447036
967;Химки г, Чапаева ул, 5;жилое;7/21/2021;8/3/2021;55.888947;37.448141
968;Химки г, Чапаева ул, 5 А;жилое;7/21/2021;8/3/2021;55.889593;37.448725
969;Химки г, Чапаева ул, 7;жилое;7/21/2021;8/3/2021;55.888281;37.44965
970;Химки г, Чапаева ул, 9;жилое;7/21/2021;8/3/2021;55.887826;37.451115
971;Химки г, Чернышевского ул, 1;жилое;8/17/2021;8/29/2021;55.906229;37.455408
972;Химки г, Чернышевского ул, 3;жилое;8/17/2021;8/29/2021;55.907642;37.455795
973;Химки г, Чкалова ул, 10/6;жилое;8/17/2021;8/29/2021;55.90312;37.45398
974;Химки г, Чкалова ул, 3;жилое;8/17/2021;8/29/2021;55.900759;37.458544
975;Химки г, Чкалова ул, 4;жилое;8/17/2021;8/29/2021;55.901268;37.458768
976;Химки г, Чкалова ул, 8;жилое;8/17/2021;8/29/2021;55.902621;37.455265
977;Химки г, Чкалова ул, 9/19;жилое;8/17/2021;8/29/2021;55.901894;37.455112
978;Химки г, Энгельса ул, 1;жилое;6/1/2021;6/15/2021;55.895792;37.444638
979;Химки г, Энгельса ул, 10/19;жилое;6/1/2021;6/15/2021;55.89349;37.438116
980;Химки г, Энгельса ул, 14 А;жилое;6/1/2021;6/15/2021;55.894576;37.436337
981;Химки г, Энгельса ул, 16;жилое;6/1/2021;6/15/2021;55.894343;37.435735
982;Химки г, Энгельса ул, 19;жилое;6/1/2021;6/15/2021;55.89289;37.438026
983;Химки г, Энгельса ул, 2;жилое;6/1/2021;6/15/2021;55.896055;37.444027
984;Химки г, Энгельса ул, 20;жилое;6/1/2021;6/15/2021;55.894147;37.434262
985;Химки г, Энгельса ул, 21;жилое;6/1/2021;6/15/2021;55.892446;37.436867
986;Химки г, Энгельса ул, 23;жилое;6/1/2021;6/15/2021;55.892011;37.435762
987;Химки г, Энгельса ул, 24;жилое;6/1/2021;6/15/2021;55.893435;37.433517
988;Химки г, Энгельса ул, 25;жилое;6/1/2021;6/15/2021;55.893379;37.436715
989;Химки г, Энгельса ул, 26;жилое;6/1/2021;6/15/2021;55.893183;37.432942
990;Химки г, Энгельса ул, 27;жилое;6/1/2021;6/15/2021;55.892925;37.436086
991;Химки г, Энгельса ул, 3;жилое;7/29/2021;8/11/2021;55.895464;37.44382
992;Химки г, Энгельса ул, 4;жилое;6/1/2021;6/15/2021;55.895656;37.443281
993;Химки г, Энгельса ул, 5;жилое;6/1/2021;6/15/2021;55.895181;37.443191
994;Химки г, Энгельса ул, 6;жилое;6/1/2021;6/15/2021;55.895343;37.442679
995;Химки г, Юбилейный пр-кт, 1 1;жилое;6/15/2021;6/29/2021;55.886191;37.425602
996;Химки г, Юбилейный пр-кт, 1 2;жилое;6/15/2021;6/29/2021;55.885559;37.424713
997;Химки г, Юбилейный пр-кт, 1 3;жилое;6/15/2021;6/29/2021;55.886186;37.424444
998;Химки г, Юбилейный пр-кт, 10;жилое;6/15/2021;6/29/2021;55.887917;37.425548
999;Химки г, Юбилейный пр-кт, 12;жилое;6/15/2021;6/29/2021;55.889184;37.427147
1000;Химки г, Юбилейный пр-кт, 14;жилое;6/15/2021;6/29/2021;55.88922;37.426357
1001;Химки г, Юбилейный пр-кт, 16;жилое;6/15/2021;6/29/2021;55.88921;37.425611
1002;Химки г, Юбилейный пр-кт, 18;жилое;6/15/2021;6/29/2021;55.887397;37.424974
1003;Химки г, Юбилейный пр-кт, 20;жилое;6/15/2021;6/29/2021;55.887604;37.423779
1004;Химки г, Юбилейный пр-кт, 22;жилое;6/15/2021;6/29/2021;55.887109;37.422997
1005;Химки г, Юбилейный пр-кт, 24;жилое;6/15/2021;6/29/2021;55.888907;37.424722
1006;Химки г, Юбилейный пр-кт, 26;жилое;6/15/2021;6/29/2021;55.888609;37.423833
1007;Химки г, Юбилейный пр-кт, 28;жилое;6/15/2021;6/29/2021;55.888594;37.422988
1008;Химки г, Юбилейный пр-кт, 3;жилое;6/15/2021;6/29/2021;55.886074;37.421892
1009;Химки г, Юбилейный пр-кт, 30;жилое;6/15/2021;6/29/2021;55.888871;37.422144
1010;Химки г, Юбилейный пр-кт, 32;жилое;6/15/2021;6/29/2021;55.887963;37.422557
1011;Химки г, Юбилейный пр-кт, 33/2;жилое;6/15/2021;6/29/2021;55.887725;37.414338
1012;Химки г, Юбилейный пр-кт, 35;жилое;6/15/2021;6/29/2021;55.888881;37.412891
1013;Химки г, Юбилейный пр-кт, 38;жилое;6/15/2021;6/29/2021;55.887887;37.420572
1014;Химки г, Юбилейный пр-кт, 4;жилое;6/15/2021;6/29/2021;55.888821;37.42907
1015;Химки г, Юбилейный пр-кт, 40;жилое;6/15/2021;6/29/2021;55.887246;37.418991
1016;Химки г, Юбилейный пр-кт, 41 А;жилое;6/15/2021;6/29/2021;55.890487;37.410789
1017;Химки г, Юбилейный пр-кт, 41/1;жилое;6/15/2021;6/29/2021;55.891042;37.41043
1018;Химки г, Юбилейный пр-кт, 42;жилое;6/15/2021;6/29/2021;55.887882;37.419808
1019;Химки г, Юбилейный пр-кт, 43;жилое;6/15/2021;6/29/2021;55.887604;37.412936
1020;Химки г, Юбилейный пр-кт, 44;жилое;6/15/2021;6/29/2021;55.888033;37.419081
1021;Химки г, Юбилейный пр-кт, 45;жилое;6/15/2021;6/29/2021;55.887927;37.41228
1022;Химки г, Юбилейный пр-кт, 46;жилое;6/15/2021;6/29/2021;55.888255;37.418461
1023;Химки г, Юбилейный пр-кт, 47;жилое;6/15/2021;6/29/2021;55.888165;37.411625
1024;Химки г, Юбилейный пр-кт, 48;жилое;6/15/2021;6/29/2021;55.888457;37.419736
1025;Химки г, Юбилейный пр-кт, 49;жилое;6/15/2021;6/29/2021;55.889361;37.410699
1026;Химки г, Юбилейный пр-кт, 5;жилое;6/15/2021;6/29/2021;55.88618;37.420778
1027;Химки г, Юбилейный пр-кт, 50;жилое;6/15/2021;6/29/2021;55.887841;37.416691
1028;Химки г, Юбилейный пр-кт, 51;жилое;6/15/2021;6/29/2021;55.889901;37.411238
1029;Химки г, Юбилейный пр-кт, 52;жилое;6/15/2021;6/29/2021;55.888412;37.417688
1030;Химки г, Юбилейный пр-кт, 54;жилое;6/15/2021;6/29/2021;55.888634;37.417059
1031;Химки г, Юбилейный пр-кт, 56;жилое;6/15/2021;6/29/2021;55.888972;37.417886
1032;Химки г, Юбилейный пр-кт, 58;жилое;6/15/2021;6/29/2021;55.888876;37.416395
1033;Химки г, Юбилейный пр-кт, 6;жилое;6/15/2021;6/29/2021;55.888422;37.427884
1034;Химки г, Юбилейный пр-кт, 60;жилое;6/30/2021;7/14/2021;55.889048;37.414248
1035;Химки г, Юбилейный пр-кт, 62;жилое;6/15/2021;6/29/2021;55.889154;37.415784
1036;Химки г, Юбилейный пр-кт, 64;жилое;6/30/2021;7/14/2021;55.889477;37.415263
1037;Химки г, Юбилейный пр-кт, 66;жилое;6/30/2021;7/14/2021;55.89287;37.411589
1038;Химки г, Юбилейный пр-кт, 66 А;жилое;6/30/2021;7/14/2021;55.892481;37.412658
1039;Химки г, Юбилейный пр-кт, 66 Д;жилое;6/30/2021;7/14/2021;55.892481;37.414023
1040;Химки г, Юбилейный пр-кт, 68;жилое;6/30/2021;7/14/2021;55.893425;37.411436
1041;Химки г, Юбилейный пр-кт, 68 А;жилое;6/30/2021;7/14/2021;55.89401;37.411292
1042;Химки г, Юбилейный пр-кт, 7;жилое;6/15/2021;6/29/2021;55.886428;37.418416
1043;Химки г, Юбилейный пр-кт, 70;жилое;6/30/2021;7/14/2021;55.894631;37.411445
1044;Химки г, Юбилейный пр-кт, 72;жилое;6/30/2021;7/14/2021;55.894808;37.41228
1045;Химки г, Юбилейный пр-кт, 74;жилое;6/30/2021;7/14/2021;55.89558;37.410834
1046;Химки г, Юбилейный пр-кт, 76;жилое;6/30/2021;7/14/2021;55.895706;37.411777
1047;Химки г, Юбилейный пр-кт, 78;жилое;6/30/2021;7/14/2021;55.896832;37.410457
1048;Химки г, Юбилейный пр-кт, 8;жилое;6/15/2021;6/29/2021;55.887937;37.427058
1049;Химки г, Юбилейный пр-кт, 80;жилое;6/30/2021;7/14/2021;55.896433;37.412631
1050;Химки г, Юбилейный пр-кт, 82;жилое;6/30/2021;7/14/2021;55.896933;37.411777
1051;Химки г, Юбилейный пр-кт, 82 А;жилое;6/30/2021;7/14/2021;55.897286;37.412936
1052;Химки г, Юбилейный пр-кт, 84;жилое;6/30/2021;7/14/2021;55.897584;37.411355
1053;Химки г, Юбилейный пр-кт, 86;жилое;6/30/2021;7/14/2021;55.897751;37.410044
1054;Химки г, Юбилейный пр-кт, 88;жилое;6/30/2021;7/14/2021;55.89818;37.41034
1055;Химки г, Юбилейный пр-кт, 9/1;жилое;6/15/2021;6/29/2021;55.886978;37.416395
1056;Химки г, Юннатов ул, 1;жилое;7/21/2021;8/3/2021;55.89764;37.460574
1057;Химки г, Юннатов ул, 10;жилое;7/21/2021;8/3/2021;55.89663;37.4607
1058;Химки г, Юннатов ул, 11;жилое;7/21/2021;8/3/2021;55.897104;37.461221
1059;Химки г, Юннатов ул, 12 1;жилое;7/21/2021;8/3/2021;55.897271;37.462173
1060;Химки г, Юннатов ул, 12 2;жилое;7/21/2021;8/3/2021;55.897629;37.462406
1061;Химки г, Юннатов ул, 12 3;жилое;7/21/2021;8/3/2021;55.898043;37.462694
1062;Химки г, Юннатов ул, 12 4;жилое;7/21/2021;8/3/2021;55.898457;37.463197
1063;Химки г, Юннатов ул, 12 5;жилое;7/21/2021;8/3/2021;55.898684;37.463619
1064;Химки г, Юннатов ул, 12 6;жилое;7/21/2021;8/3/2021;55.898846;37.464086
1065;Химки г, Юннатов ул, 14;жилое;7/21/2021;8/3/2021;55.89769;37.461939
1066;Химки г, Юннатов ул, 15;жилое;7/21/2021;8/3/2021;55.898164;37.46229
1067;Химки г, Юннатов ул, 16;жилое;7/21/2021;8/3/2021;55.898649;37.462856
1068;Химки г, Юннатов ул, 17;жилое;7/21/2021;8/3/2021;55.898972;37.463538
1069;Химки г, Юннатов ул, 19;жилое;7/21/2021;8/3/2021;55.899224;37.46441
1070;Химки г, Юннатов ул, 2;жилое;7/21/2021;8/3/2021;55.897957;37.460933
1071;Химки г, Юннатов ул, 21 1;жилое;7/21/2021;8/3/2021;55.900032;37.464311
1072;Химки г, Юннатов ул, 21 10;жилое;7/21/2021;8/3/2021;55.901521;37.465946
1073;Химки г, Юннатов ул, 21 11;жилое;7/21/2021;8/3/2021;55.901278;37.466368
1074;Химки г, Юннатов ул, 21 12;жилое;7/21/2021;8/3/2021;55.901753;37.466054
1075;Химки г, Юннатов ул, 21 13;жилое;7/21/2021;8/3/2021;55.901712;37.46661
1076;Химки г, Юннатов ул, 21 14;жилое;7/21/2021;8/3/2021;55.901955;37.466188
1077;Химки г, Юннатов ул, 21 15;жилое;7/21/2021;8/3/2021;55.902101;37.466575
1078;Химки г, Юннатов ул, 21 16;жилое;7/21/2021;8/3/2021;55.902086;37.465829
1079;Химки г, Юннатов ул, 21 17;жилое;7/21/2021;8/3/2021;55.902333;37.466494
1080;Химки г, Юннатов ул, 21 18;жилое;7/21/2021;8/3/2021;55.902303;37.465856
1081;Химки г, Юннатов ул, 21 19;жилое;7/21/2021;8/3/2021;55.90249;37.466107
1082;Химки г, Юннатов ул, 21 2;жилое;7/21/2021;8/3/2021;55.899855;37.464733
1083;Химки г, Юннатов ул, 21 3;жилое;7/21/2021;8/3/2021;55.899623;37.465065
1084;Химки г, Юннатов ул, 21 4;жилое;7/21/2021;8/3/2021;55.900118;37.464688
1085;Химки г, Юннатов ул, 21 5;жилое;7/21/2021;8/3/2021;55.900037;37.465128
1086;Химки г, Юннатов ул, 21 6;жилое;7/21/2021;8/3/2021;55.900365;37.46467
1087;Химки г, Юннатов ул, 21 7;жилое;7/21/2021;8/3/2021;55.900395;37.465083
1088;Химки г, Юннатов ул, 21 8;жилое;7/21/2021;8/3/2021;55.900708;37.465281
1089;Химки г, Юннатов ул, 21 9;жилое;7/21/2021;8/3/2021;55.90093;37.465667
1090;Химки г, Юннатов ул, 3;жилое;7/21/2021;8/3/2021;55.898624;37.461715
1091;Химки г, Юннатов ул, 4;жилое;7/21/2021;8/3/2021;55.899113;37.46229
1092;Химки г, Юннатов ул, 5;жилое;7/21/2021;8/3/2021;55.899583;37.462847